pre_loss
5262.297089630193,1e-05
1571.7714473231683,1e-05
1140.0025760327842,1e-05
1034.920322126785,1e-05
1001.2173348287748,1e-05
986.5994487491062,1e-05
959.1616586299878,1e-05
945.6251229485162,1e-05
938.0228094798157,1e-05
931.0433388692924,1e-05
926.9705101040192,1e-05
921.0676125045834,1e-05
905.8907438240954,1e-05
887.1317248952652,1e-05
871.0723799892494,1e-05
857.5248345896385,1e-05
845.6066235834923,1e-05
833.8163282497433,1e-05
823.9759251981262,1e-05
815.6349178347751,1e-05
808.4677344863785,1e-05
801.9138260976738,1e-05
795.9266512841275,1e-05
790.4340796841461,1e-05
785.1362847257071,1e-05
780.0518942015402,1e-05
775.3350228604435,1e-05
770.8161527026634,1e-05
766.8883902046715,1e-05
762.7003351516262,1e-05
758.9165020784014,1e-05
755.3991423377412,1e-05
752.0464902592261,1e-05
748.8931564469581,1e-05
745.9631687942754,1e-05
743.0301525825587,1e-05
740.3199198736888,1e-05
737.7177041099403,1e-05
735.1031297686112,1e-05
733.0631591010151,1e-05
730.558106700239,1e-05
728.582146499423,1e-05
726.385046949013,1e-05
724.5031965834454,1e-05
722.618276115366,1e-05
720.6230126960618,1e-05
718.8416920651363,1e-05
717.1490409378865,1e-05
715.4684236458315,1e-05
713.7612427823332,1e-05
712.2432668663479,1e-05
710.675214080706,1e-05
709.1241678471188,1e-05
707.8207219533211,1e-05
706.1459526008866,1e-05
704.9147023014435,1e-05
703.4653844586162,1e-05
702.1877156133805,1e-05
700.8836878869881,1e-05
699.4489412964432,1e-05
698.1112618728956,1e-05
696.8793695172559,1e-05
695.681293346409,1e-05
694.4882895284637,1e-05
693.2928155265444,1e-05
691.9202875479506,1e-05
690.8526183957445,1e-05
689.8308761381485,1e-05
688.6907441974625,1e-05
687.6340158477118,1e-05
686.388488010251,1e-05
685.3102119914524,1e-05
684.3006285087722,1e-05
683.2452335264009,1e-05
682.2779504639435,1e-05
681.2334753112514,1e-05
680.2729023823091,1e-05
679.3073877066909,1e-05
678.3225798921061,1e-05
677.2855759573075,1e-05
676.3107584946447,1e-05
675.246876256929,1e-05
674.5151134247892,1e-05
673.5353317090852,1e-05
672.6070641507511,1e-05
671.6709428068245,1e-05
670.7443516469783,1e-05
669.9019242901229,1e-05
668.963828010729,1e-05
